accuracy,precision,recall,f1,roc_auc,pr_auc,ece,tn,fp,fn,tp,seed,model,split_type,noise_group,noise_rate,weight_text
0.9818181818181818,0.9801980198019802,0.9428571428571428,0.9611650485436893,0.9977825159914713,0.9931661654343115,0.023343931068698278,333,2,6,99,17,retuned_text_hrkg_late_fusion,transcript,qualifier,0.3,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978678038379531,0.9938508109727215,0.0299340192573991,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,entity,0.0,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978678038379531,0.9938508109727217,0.030818246258391573,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,entity,0.05,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9976972281449893,0.993388885129054,0.02674369360863279,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,entity,0.1,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978962331201138,0.9939190859346866,0.02983639510933639,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,entity,0.2,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9979530916844349,0.9941723803787051,0.034698425274233544,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,entity,0.3,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978678038379531,0.9938508109727215,0.0299340192573991,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,relation,0.0,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9977540867093107,0.9935641014037154,0.03267280836186369,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,relation,0.05,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9976403695806682,0.993290006800581,0.031500484474593936,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,relation,0.1,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9979246624022743,0.9940568782006111,0.031616668119703685,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,relation,0.2,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9980383795309168,0.9943009985571045,0.0319920332510062,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,relation,0.3,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978678038379531,0.9938508109727215,0.0299340192573991,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,qualifier,0.0,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978678038379531,0.9938716212844009,0.02954758958225623,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,qualifier,0.05,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978962331201138,0.9939489945760598,0.02930605061842875,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,qualifier,0.1,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9978393745557925,0.9936933671462652,0.027723993139414663,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,qualifier,0.2,0.5
0.9863636363636363,0.9900990099009901,0.9523809523809523,0.970873786407767,0.9980383795309168,0.9942471322217442,0.025058336323698905,334,1,5,100,23,retuned_text_hrkg_late_fusion,transcript,qualifier,0.3,0.5
0.9840909090909091,1.0,0.9333333333333333,0.9655172413793104,0.9995167022032693,0.9984755223270128,0.023902080598947235,335,0,7,98,29,retuned_text_hrkg_late_fusion,transcript,entity,0.0,0.5
0.9818181818181818,1.0,0.9238095238095239,0.9603960396039604,0.9993745557924663,0.9980449643263616,0.02475390488765212,335,0,8,97,29,retuned_text_hrkg_late_fusion,transcript,entity,0.05,0.5
0.9840909090909091,1.0,0.9333333333333333,0.9655172413793104,0.9993461265103056,0.9979532805838665,0.027972648473643363,335,0,7,98,29,retuned_text_hrkg_late_fusion,transcript,entity,0.1,0.5
